Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,approved,Gender
621,177,175,809,853,697,220,709,662,369,312,958,112,163,491,610,63,931,226,76,58,110,800,827,855,343,706,794,516,7653,0,Group B
729,848,669,179,264,526,472,970,569,352,917,380,654,691,769,170,482,96,615,660,417,732,743,755,290,17,915,234,537,1326,0,Group B
819,100,496,332,206,11,809,369,788,204,634,798,854,746,845,450,0,916,337,186,875,38,672,484,384,727,124,238,338,6636,0,Group B
522,670,94,285,278,495,399,19,53,330,280,669,699,300,305,146,856,547,593,236,513,79,790,551,364,244,336,547,820,7140,1,Group A
23,829,661,648,548,160,405,345,898,212,79,12,301,135,121,348,594,251,444,133,421,539,809,625,42,720,623,218,170,4642,0,Group B
825,560,377,411,630,596,459,83,925,381,357,19,621,442,48,682,472,768,913,870,268,392,674,118,570,261,857,931,122,2541,0,Group A
2,932,134,837,138,218,906,434,342,730,805,188,339,59,871,673,150,115,557,826,115,227,194,391,438,173,795,281,539,4511,0,Group B
710,173,585,525,220,885,734,400,682,671,764,895,889,95,276,27,411,707,581,780,283,340,340,37,124,813,517,397,960,1771,1,Group B
159,538,38,63,121,93,534,733,741,618,442,814,725,384,458,47,240,407,559,680,625,922,114,260,699,10,491,376,20,6666,1,Group A
747,810,223,635,142,553,52,502,377,812,143,274,689,234,501,483,376,193,223,916,482,484,288,168,711,918,176,388,117,3791,1,Group B
890,546,295,306,951,435,223,676,421,432,63,666,754,394,963,371,491,897,823,741,564,499,905,41,712,215,907,843,484,8005,0,Group B
165,431,232,124,128,158,171,684,262,644,932,346,149,880,515,235,365,799,780,743,790,835,294,489,575,925,258,714,830,4526,0,Group A
430,944,702,227,363,236,514,762,893,838,68,391,562,284,133,514,405,821,741,845,705,238,681,44,392,725,735,613,893,2468,0,Group A
896,422,25,261,955,169,51,530,795,296,164,677,79,658,842,468,565,119,951,403,543,780,651,29,856,614,204,830,774,8890,0,Group A
803,57,6,693,641,676,400,385,220,268,901,767,197,225,670,519,503,245,838,539,769,762,917,10,308,846,456,700,53,1845,0,Group B
955,596,555,181,336,139,8,927,772,59,257,566,56,398,594,757,790,549,446,287,440,698,850,286,228,494,800,468,586,2016,0,Group A
538,572,952,499,462,167,678,518,797,21,296,568,650,374,217,648,808,844,474,612,637,341,103,370,478,300,61,515,16,1842,0,Group B
831,904,559,345,855,392,843,896,521,889,439,808,140,543,791,365,87,267,208,372,13,170,550,334,389,452,565,532,287,3696,0,Group B
344,163,851,196,238,101,41,458,211,455,552,452,887,470,619,944,423,811,924,20,912,759,9,121,92,267,325,936,940,9494,0,Group B
31,779,623,246,520,112,144,187,58,467,195,216,543,34,248,392,478,524,748,198,397,354,943,436,405,331,213,826,849,4283,0,Group A
595,918,57,67,515,211,396,837,410,188,824,237,664,728,789,839,726,857,88,546,624,261,271,346,403,196,625,737,356,7038,0,Group A
274,925,958,198,261,754,885,450,180,384,358,749,563,890,942,532,860,35,932,874,388,141,445,858,719,756,166,458,666,9987,0,Group A
4,765,438,290,820,530,814,111,59,407,99,625,413,901,554,522,105,911,931,385,416,709,682,104,573,171,46,379,637,8706,0,Group A
49,262,841,642,552,77,951,560,874,73,26,651,735,474,244,237,241,81,616,39,209,866,450,945,600,127,316,537,105,3130,0,Group B
579,842,91,607,773,331,114,460,600,571,803,249,474,785,406,759,568,940,544,32,697,561,129,754,710,890,457,268,776,7061,0,Group A
253,704,188,700,598,325,221,678,738,743,596,723,763,203,562,143,464,816,552,675,203,317,683,282,656,913,285,511,563,5040,0,Group B
880,676,655,392,404,52,694,840,783,617,516,706,803,122,50,5,18,222,878,833,744,683,757,385,513,270,438,606,448,2656,0,Group B
122,589,387,113,518,496,495,611,234,306,61,611,159,469,723,224,445,146,111,272,755,402,251,504,785,206,559,932,68,2512,0,Group A
505,939,621,8,170,613,506,164,117,661,2,341,752,252,546,891,928,905,651,587,148,905,484,812,465,282,774,574,413,9419,0,Group B
436,699,291,458,654,376,810,143,914,528,937,533,326,649,756,952,51,470,855,930,692,32,797,60,640,195,244,499,556,3607,0,Group B
175,864,732,107,807,611,73,686,517,616,494,925,955,772,44,166,392,467,332,373,395,284,389,535,294,567,196,876,885,502,0,Group B
947,399,500,101,490,895,765,895,865,302,386,686,917,192,298,699,38,635,327,912,265,892,478,956,497,55,15,354,745,4781,0,Group A
657,537,65,869,329,34,849,122,767,186,102,407,38,72,541,92,166,780,406,790,467,471,551,357,873,364,545,414,231,2511,1,Group A
283,32,313,308,485,570,649,583,432,65,334,591,290,756,175,562,951,218,351,824,468,854,449,555,326,394,362,799,546,3020,0,Group A
153,931,384,281,49,292,92,577,254,106,214,726,312,869,937,729,892,776,623,748,749,755,696,952,234,912,873,418,835,792,0,Group A
236,542,299,868,83,238,693,893,91,454,22,507,184,520,814,669,622,361,347,890,201,689,639,109,470,167,499,850,517,8972,0,Group A
543,203,382,543,208,254,728,763,271,729,789,855,861,809,837,791,464,919,239,663,174,823,263,818,700,856,20,194,127,3977,0,Group A
800,734,435,513,840,361,510,826,757,199,821,363,599,238,4,72,442,532,97,446,954,473,878,586,429,719,666,616,841,6902,0,Group A
938,6,725,65,259,782,187,886,139,827,877,864,410,526,972,319,787,431,136,836,586,47,409,414,316,329,77,530,470,6208,0,Group B
701,137,904,717,269,755,764,858,752,599,429,572,742,903,207,467,541,858,888,640,872,626,856,597,756,168,182,453,825,8953,0,Group B
3,521,893,340,790,124,834,327,749,273,659,434,20,509,805,402,773,268,100,799,535,496,613,574,268,731,207,467,38,344,0,Group B
279,679,828,723,66,219,23,757,509,75,57,858,853,740,135,66,162,316,796,616,704,48,745,509,877,703,723,277,197,8001,0,Group B
454,947,577,441,291,723,449,198,812,142,3,563,748,595,348,189,143,667,785,611,937,541,303,204,502,607,561,210,797,7340,0,Group A
850,466,920,324,632,524,770,943,173,368,250,829,822,286,965,841,891,179,660,530,481,359,721,134,283,921,69,625,241,3266,0,Group A
781,128,658,322,616,551,570,201,743,874,294,284,806,248,685,777,203,110,827,190,40,802,755,631,720,192,722,292,598,3339,0,Group B
452,329,453,638,781,853,632,621,604,247,804,490,744,321,256,751,704,457,265,687,778,797,195,536,496,209,886,208,882,8121,0,Group B
894,186,776,908,913,659,140,783,826,418,269,2,772,881,164,186,684,864,512,636,617,31,508,487,271,214,379,79,60,4994,0,Group B
190,590,636,963,576,215,582,68,661,263,923,612,353,500,152,55,536,368,98,493,715,195,510,704,860,79,769,213,751,6491,0,Group B
706,381,462,530,224,305,298,30,761,763,34,15,530,561,809,409,844,3,1,803,860,372,739,666,868,747,55,864,692,7665,0,Group B
504,344,165,103,898,787,127,273,737,824,15,268,773,121,674,541,268,611,728,461,131,662,526,128,734,544,604,382,773,6972,0,Group A
14,382,796,497,875,129,480,928,905,952,782,336,758,303,507,816,224,137,596,694,0,202,895,792,187,865,622,917,903,9143,1,Group A
45,463,113,283,141,680,679,613,793,331,906,659,594,471,939,356,493,793,519,262,223,944,620,543,546,425,459,201,415,86,1,Group A
250,211,39,404,850,868,21,346,955,934,548,285,400,416,887,229,932,626,504,358,774,961,377,240,14,423,848,481,437,6302,0,Group A
268,659,535,608,309,484,231,564,840,610,196,562,327,366,33,104,394,252,711,648,808,588,941,722,43,169,592,570,12,3311,0,Group B
596,155,578,538,90,261,174,535,736,607,465,325,110,666,898,275,607,229,628,633,639,685,686,929,363,218,924,224,595,4681,0,Group A
74,26,472,488,678,80,61,444,61,708,645,193,425,264,583,263,752,53,343,260,137,843,897,871,746,379,5,442,675,2291,1,Group A
733,204,146,216,537,932,439,805,932,116,85,115,750,850,564,106,700,705,29,943,556,941,727,291,571,101,302,15,205,1919,0,Group B
490,539,827,248,337,344,571,759,380,585,643,964,869,545,640,637,847,932,124,842,236,510,778,198,851,66,751,294,801,9546,0,Group A
499,554,119,97,594,673,721,94,677,24,500,840,10,607,784,271,32,639,895,56,923,163,19,896,724,572,170,519,792,1745,0,Group B
658,815,25,397,581,564,854,531,501,913,583,412,430,352,602,160,840,597,826,113,550,951,171,354,516,491,705,403,642,891,1,Group A
316,955,812,275,23,515,512,37,923,634,265,702,649,538,255,933,133,747,382,847,140,411,233,813,703,274,249,57,65,3208,0,Group A
728,311,583,646,279,689,532,275,660,200,352,920,37,202,606,653,402,390,102,9,27,293,547,62,510,588,717,116,817,8021,0,Group B
400,432,362,115,211,628,600,178,870,191,97,780,785,453,956,687,97,631,942,399,897,592,2,930,199,728,405,345,846,176,0,Group A
366,752,781,199,20,172,946,610,703,725,527,187,916,523,840,677,409,896,810,261,239,384,158,795,809,551,227,228,167,6248,0,Group B
590,6,443,185,944,127,615,609,34,647,252,599,617,939,577,286,714,778,345,366,406,146,796,946,398,786,450,168,37,8096,0,Group B
820,395,214,702,674,738,38,590,221,459,462,279,599,359,462,16,765,449,501,315,350,96,558,824,835,6,936,711,63,8305,0,Group B
392,684,325,545,789,287,10,203,524,179,176,298,96,565,487,366,404,889,259,51,183,728,121,806,91,208,22,385,863,5605,1,Group A
203,193,330,853,550,140,672,43,485,344,140,293,656,452,464,353,810,869,725,412,3,182,411,843,354,787,723,67,834,1498,0,Group A
652,591,399,339,344,939,325,121,204,506,266,155,866,127,125,772,547,492,258,498,47,334,440,680,240,958,482,723,270,7055,0,Group A
160,265,618,846,750,77,725,814,504,299,887,527,14,574,658,733,919,143,570,323,915,853,813,446,372,333,444,944,407,3574,0,Group B
731,485,249,79,155,580,576,507,463,499,271,409,705,327,926,942,466,593,957,559,308,504,718,307,417,283,100,461,670,4246,1,Group B
884,129,948,132,768,694,578,298,755,862,128,226,145,773,322,116,55,924,921,158,772,522,891,750,750,82,646,733,558,3414,0,Group A
486,795,361,155,2,845,813,299,179,355,846,303,375,693,897,884,227,499,463,832,670,339,224,12,715,194,217,746,747,8326,1,Group B
857,611,104,398,907,479,355,264,287,727,52,650,535,594,3,495,504,219,787,59,652,699,116,910,706,430,796,882,217,903,0,Group B
28,833,258,756,275,781,707,75,639,90,955,665,24,570,863,893,64,242,12,107,432,383,219,187,590,566,773,337,653,7231,1,Group B
893,353,537,549,696,113,291,368,467,890,220,443,305,732,807,284,372,140,532,140,309,116,267,863,50,368,203,42,756,6912,0,Group B
405,523,97,286,911,583,422,851,10,27,843,674,319,825,778,533,658,73,319,126,792,117,602,280,132,410,354,861,897,8909,0,Group A
826,375,858,522,863,57,206,556,176,756,787,383,927,557,366,921,93,90,668,295,662,544,468,865,962,319,123,750,235,1009,0,Group B
716,371,730,141,472,18,577,310,559,376,64,399,340,0,150,76,753,544,394,98,750,852,125,364,955,657,926,110,814,7516,0,Group A
455,225,129,154,659,684,442,69,896,4,497,463,107,798,693,488,189,48,233,189,423,747,738,650,211,837,170,498,432,6302,0,Group B
12,131,515,183,45,892,122,573,514,681,465,128,245,837,614,269,777,530,592,606,42,217,238,933,905,448,199,589,22,3254,0,Group B
897,905,419,337,569,539,50,26,124,542,341,23,795,547,409,56,751,828,508,121,15,446,438,312,713,626,500,504,912,962,0,Group A
530,778,66,451,767,620,655,427,65,447,628,440,165,757,170,275,921,842,938,721,921,118,461,320,869,415,927,227,791,9133,0,Group B
479,482,780,849,35,177,336,331,502,196,309,53,172,593,733,714,364,455,817,92,314,900,912,659,477,760,964,174,698,4030,0,Group A
129,162,61,255,55,83,295,192,89,148,811,322,749,851,920,833,882,201,442,67,138,268,131,338,347,759,678,409,965,8503,0,Group A
837,880,518,742,410,813,251,593,787,363,204,421,179,353,36,924,874,918,168,759,158,245,203,799,848,575,784,264,721,2811,0,Group B
934,763,198,338,182,322,735,670,512,399,376,555,432,951,324,449,138,805,174,183,11,280,664,273,804,234,447,948,650,621,0,Group A
536,923,747,280,13,52,381,156,742,383,529,223,945,251,595,438,378,718,264,796,431,726,787,474,467,723,593,109,513,3650,0,Group A
302,687,45,668,486,771,573,852,2,657,403,272,78,378,833,329,864,645,612,167,312,509,216,890,885,485,92,4,453,4477,0,Group A
460,351,644,559,927,163,588,503,704,149,308,587,611,828,617,692,130,259,355,105,880,27,324,635,744,222,856,447,151,4934,0,Group B
920,104,962,150,571,543,775,671,169,424,225,335,731,741,52,515,872,573,875,950,894,271,687,491,320,291,332,56,98,358,0,Group A
340,509,891,909,400,756,477,566,902,201,663,420,586,700,270,516,346,555,642,594,423,710,399,582,342,541,764,760,323,5762,0,Group A
834,596,321,641,880,738,27,962,567,485,547,97,154,80,459,491,194,430,329,781,428,550,29,186,434,697,740,318,900,5153,1,Group A
353,388,812,259,916,929,599,813,330,334,155,637,675,612,737,674,824,679,72,111,870,757,684,151,209,207,906,937,495,2123,0,Group A
395,770,257,491,391,450,827,863,729,290,31,520,651,43,257,416,845,968,167,38,768,478,204,539,273,501,279,583,201,4328,0,Group B
535,544,816,27,335,439,240,24,724,531,326,297,257,397,250,319,798,939,777,164,768,285,521,531,81,596,566,104,759,9925,0,Group A
882,83,194,200,422,214,466,903,685,354,59,378,193,431,454,501,763,797,128,356,800,58,208,808,690,442,550,902,185,6578,0,Group B
308,334,696,161,342,192,884,240,930,553,612,643,282,12,683,475,833,746,538,406,888,308,625,216,805,495,730,74,263,7458,0,Group A
687,474,74,64,96,21,272,969,531,147,795,942,523,436,95,246,875,181,689,595,465,461,157,244,450,730,787,809,594,6716,0,Group B
385,691,114,906,32,623,660,643,66,176,933,732,300,250,339,512,524,232,851,457,952,124,102,866,629,288,863,642,590,4988,0,Group B
57,22,885,675,293,139,463,316,135,798,696,221,416,152,447,97,781,83,193,750,248,591,534,416,647,102,254,867,110,7247,0,Group B
95,525,219,934,761,936,474,300,680,799,873,540,813,655,390,613,267,47,549,602,270,439,43,326,78,934,312,419,593,497,0,Group A
614,274,360,564,93,271,470,52,572,278,598,867,324,15,181,897,718,605,940,279,717,723,961,693,291,612,283,829,295,5515,0,Group A
929,828,641,472,405,142,34,322,369,598,786,781,940,864,913,582,851,583,717,784,364,666,612,634,328,525,351,586,772,2956,0,Group B
374,65,869,694,899,450,69,172,590,627,540,848,606,302,794,382,273,682,515,550,608,237,332,335,880,93,388,142,778,4693,0,Group A
178,556,464,528,37,425,421,82,336,701,895,224,900,108,258,277,71,846,324,170,429,415,349,652,637,857,655,101,314,6242,0,Group A
322,645,823,291,792,58,60,311,201,895,627,445,167,799,145,132,805,14,135,681,565,924,958,532,292,956,568,580,345,8082,0,Group A
512,519,865,236,756,735,804,862,629,86,930,33,281,546,411,750,49,694,8,62,257,896,829,895,627,370,431,505,872,8733,0,Group B
726,103,970,217,759,883,434,274,395,522,804,931,246,727,204,546,122,315,743,705,337,776,970,857,9,230,894,545,625,6317,0,Group A
630,715,433,584,510,302,376,529,203,66,374,56,317,727,699,838,424,170,486,797,470,84,483,253,790,387,407,35,845,7096,1,Group B
886,908,253,820,782,487,164,359,873,896,381,574,93,914,71,901,300,904,699,44,315,442,84,450,778,513,66,859,633,4304,0,Group A
239,716,742,718,399,15,616,490,717,897,355,831,874,155,412,172,145,487,807,470,569,88,278,175,782,946,308,92,222,9807,0,Group B
853,862,582,791,660,848,469,951,398,752,77,510,436,351,904,905,156,213,929,506,803,873,304,910,391,892,34,317,460,4616,0,Group A
411,139,495,656,196,688,329,691,938,261,909,109,612,198,966,821,463,359,772,143,149,519,589,294,184,577,343,198,668,3830,0,Group B
119,494,784,884,640,92,909,862,60,35,931,139,583,808,494,742,91,18,160,598,659,562,262,212,128,313,820,782,676,1102,0,Group A
686,695,157,224,368,657,799,782,711,374,765,186,715,902,895,406,823,533,234,843,901,582,840,674,836,287,110,137,701,3702,0,Group A
377,121,239,557,615,731,751,67,657,498,310,414,261,738,73,649,41,174,74,749,567,253,286,912,183,709,162,336,216,4572,0,Group A
640,822,608,644,274,22,732,506,817,959,158,26,19,175,672,90,218,247,267,819,255,300,227,455,752,346,337,299,757,7676,0,Group A
628,774,638,230,228,28,874,262,340,166,655,191,848,277,687,600,507,489,746,354,379,645,112,941,339,755,547,566,949,2232,0,Group A
431,228,359,440,303,660,104,430,605,493,327,36,415,124,399,771,99,183,34,848,719,761,212,69,194,940,538,503,582,8982,0,Group A
771,819,33,243,150,535,42,884,949,796,666,699,729,81,199,658,148,480,270,191,345,661,61,163,882,593,602,958,715,8315,0,Group A
83,275,31,501,575,242,438,230,926,865,463,784,323,849,460,206,144,849,917,623,771,918,798,378,314,769,682,216,296,1016,1,Group B
46,922,173,35,124,146,487,720,953,948,771,307,817,64,590,453,272,728,564,488,272,304,247,748,142,704,321,197,441,5181,0,Group B
670,343,324,466,775,554,227,555,856,574,233,234,667,360,504,556,487,45,694,537,156,949,465,387,55,147,748,946,535,6298,0,Group A
754,825,32,959,890,13,790,819,388,733,881,718,171,325,662,625,532,501,371,938,758,680,925,442,825,640,768,661,555,6067,0,Group B
258,791,213,304,197,522,890,711,47,39,247,546,121,861,516,476,678,868,187,624,366,559,875,573,950,531,883,833,853,9208,0,Group B
891,915,429,31,857,2,941,793,365,69,526,644,455,805,350,909,382,476,194,519,339,470,913,902,815,456,399,873,208,9363,1,Group B
634,52,859,284,447,277,669,905,822,858,517,549,801,403,155,142,534,838,713,224,199,534,394,463,515,434,539,538,881,1067,0,Group B
720,680,965,272,247,307,462,173,301,833,836,288,308,596,702,523,804,604,529,310,743,213,631,284,780,679,23,728,685,3090,0,Group A
931,746,953,923,706,895,288,666,487,180,500,504,531,544,389,670,796,758,800,112,651,876,717,154,608,549,746,590,831,6623,1,Group B
475,809,528,180,544,498,130,184,788,955,451,477,616,926,628,646,415,509,103,961,107,264,691,158,509,542,250,322,100,1432,0,Group A
594,443,318,706,476,850,857,542,306,254,209,416,446,446,416,856,381,128,256,534,261,179,700,73,274,954,12,202,207,1822,0,Group A
407,526,620,3,733,807,760,528,760,919,907,577,775,438,179,656,705,502,79,763,777,643,272,15,172,871,908,308,638,8505,0,Group A
130,657,347,176,949,234,79,702,541,646,8,684,779,777,924,171,66,619,44,128,946,346,39,30,388,427,780,334,478,1734,0,Group A
463,56,424,627,217,713,364,410,147,685,670,461,835,150,21,239,660,927,649,62,765,888,581,63,440,932,159,464,373,7355,0,Group A
758,182,492,378,749,449,936,106,30,525,903,457,629,856,800,201,697,514,737,426,355,800,861,817,442,520,243,162,442,2847,0,Group B
104,366,225,505,719,37,12,619,468,643,458,310,525,917,558,932,20,372,864,486,910,547,280,695,921,85,115,62,803,904,0,Group B
318,498,231,822,953,724,429,457,269,457,465,679,620,839,359,48,401,620,769,203,307,794,830,114,122,933,837,45,500,9023,1,Group B
55,499,564,857,962,81,31,433,127,33,746,365,204,39,553,369,639,723,893,580,450,197,6,811,72,254,514,868,17,831,0,Group A
566,209,532,301,481,12,435,592,235,821,833,645,250,817,649,82,443,306,576,357,12,51,205,141,732,366,669,472,735,8003,0,Group A
861,728,894,131,701,667,338,406,479,916,735,552,879,36,865,668,662,249,320,294,882,915,693,140,760,1,289,849,654,7109,0,Group B
832,789,856,136,872,643,39,909,480,398,647,496,349,411,531,474,70,806,833,179,858,740,323,725,412,609,59,351,379,9154,0,Group B
151,8,217,351,770,20,81,625,706,554,213,60,292,242,621,364,629,141,789,172,905,219,75,538,562,647,652,223,89,9124,0,Group B
304,291,789,461,558,721,320,80,247,269,153,569,859,107,792,151,818,286,956,829,636,597,528,682,572,648,494,593,652,7249,0,Group A
434,335,442,7,876,852,626,942,193,785,561,450,643,945,747,356,596,277,429,277,219,751,615,143,31,490,659,522,424,4073,0,Group A
702,894,358,341,352,649,553,371,56,198,367,317,106,838,377,302,543,477,66,643,676,741,870,280,925,186,511,172,793,4003,0,Group A
676,867,746,431,734,528,274,220,816,195,538,472,205,495,455,457,500,57,726,146,34,188,497,527,676,443,212,128,457,8832,0,Group B
87,3,923,547,736,403,305,510,649,881,718,851,851,715,605,190,907,770,387,529,166,715,890,697,20,816,888,145,267,4557,0,Group A
5,671,401,210,926,136,319,395,672,548,688,529,694,493,83,128,573,314,171,881,898,508,864,624,85,583,683,518,892,9121,0,Group B
489,524,755,840,401,76,353,843,941,659,679,891,780,754,441,698,209,442,778,646,963,639,658,510,957,651,799,894,532,5447,0,Group A
364,801,248,724,439,100,253,561,178,844,860,330,885,241,915,84,441,936,166,354,207,202,752,77,343,457,138,352,876,5813,0,Group B
187,125,510,759,33,180,762,594,851,530,142,30,128,665,587,397,846,937,150,543,411,947,707,331,247,123,184,305,483,5313,0,Group A
646,646,22,416,207,186,866,937,325,869,173,63,783,549,82,761,43,757,407,783,520,953,763,266,318,429,386,50,352,4122,0,Group A
37,570,230,554,316,894,35,145,324,135,95,567,36,749,480,866,521,715,690,142,252,35,376,89,285,80,335,163,381,9280,0,Group B
269,85,596,757,769,341,559,191,423,346,112,868,700,290,446,238,250,621,617,906,661,828,318,319,787,584,130,860,466,5454,0,Group B
957,903,643,579,496,855,292,931,942,581,71,929,682,826,934,407,395,913,92,196,85,908,492,245,225,823,10,417,780,7097,0,Group B
792,531,414,619,818,157,359,866,624,767,178,478,229,786,292,524,350,326,314,275,266,11,554,570,446,248,725,950,149,6781,0,Group A
152,942,945,901,384,314,333,747,361,563,480,199,450,713,153,312,106,512,45,725,820,5,106,713,693,636,377,286,135,2571,1,Group B
660,286,148,401,874,645,228,412,109,595,387,340,819,144,940,345,888,615,967,60,745,76,316,790,697,961,214,302,406,8875,0,Group B
818,547,825,147,691,400,526,254,266,225,850,745,734,402,365,130,542,948,946,825,590,71,466,771,333,555,331,300,13,1343,0,Group A
662,69,813,53,603,150,931,435,895,425,693,907,537,767,10,697,311,111,35,632,933,926,32,675,961,563,327,257,779,3265,0,Group A
843,7,30,597,590,711,273,139,92,710,50,947,288,566,691,476,163,94,672,244,35,152,68,40,37,441,534,529,94,6263,0,Group B
743,873,68,876,623,661,821,882,884,720,320,590,303,660,570,616,186,515,348,148,924,893,969,797,584,380,803,262,120,3417,0,Group A
280,320,327,456,617,949,436,606,798,649,422,835,886,315,716,393,686,338,691,384,753,548,784,847,385,735,544,255,226,8108,0,Group B
142,325,20,803,887,253,417,161,428,686,251,164,228,810,711,299,603,955,779,557,767,526,400,438,964,695,135,693,933,9206,0,Group A
468,522,544,663,619,432,625,468,413,950,741,805,513,393,548,3,813,479,836,905,561,610,296,505,125,845,261,489,313,532,0,Group B
43,212,277,704,909,102,302,228,283,287,135,758,384,892,954,563,775,569,133,91,501,109,841,409,106,126,755,449,910,4645,0,Group A
85,242,245,241,198,387,719,743,689,828,703,899,401,337,916,394,931,781,604,865,45,577,70,72,411,835,36,703,489,5003,0,Group B
252,38,488,62,327,432,281,470,322,956,949,156,445,784,372,848,352,435,126,669,907,436,642,322,547,553,363,439,858,4122,0,Group A
328,747,316,282,535,119,105,101,270,576,951,347,836,833,717,79,382,211,349,37,72,458,289,618,169,277,702,59,303,3941,0,Group A
866,229,115,38,313,384,37,881,766,556,333,258,76,1,512,910,349,609,782,965,653,251,456,550,864,806,600,848,427,6115,0,Group B
282,891,311,487,118,159,252,284,860,417,295,31,767,921,890,931,420,396,472,145,493,477,428,80,220,644,909,517,519,7012,1,Group B
698,379,411,927,68,914,377,887,258,258,445,198,105,209,772,748,609,311,305,699,623,601,150,342,428,799,380,895,395,8484,0,Group B
125,548,268,865,43,291,433,857,861,641,371,531,589,489,9,294,330,383,175,485,338,215,24,246,335,30,585,135,879,9787,1,Group A
63,808,197,252,223,440,714,731,676,781,519,662,62,240,508,322,626,246,751,204,121,99,18,877,631,110,486,602,81,2541,0,Group B
615,426,420,701,421,69,392,391,108,837,5,276,150,684,317,225,801,394,920,757,5,575,585,940,67,667,842,222,322,9114,0,Group A
677,362,459,587,42,769,518,66,195,933,602,388,290,899,120,451,480,589,200,510,650,787,387,135,654,181,519,755,505,5221,0,Group A
887,157,886,368,359,79,802,725,520,577,898,910,533,173,874,258,767,265,886,618,517,127,539,600,157,522,181,961,467,5994,0,Group A
420,766,42,760,444,53,826,330,396,400,942,44,77,231,535,565,81,511,155,21,674,646,12,180,954,537,671,765,75,2234,0,Group B
257,581,81,945,940,502,741,2,611,397,416,18,848,217,189,276,497,588,420,848,214,752,531,249,555,225,580,13,956,9378,1,Group B
285,693,678,739,487,516,181,728,912,815,160,130,182,164,859,857,604,102,590,428,815,330,549,348,447,660,950,763,930,6181,0,Group A
812,428,340,609,500,665,578,491,120,717,808,530,661,505,660,363,667,82,302,670,584,612,916,392,892,136,263,341,883,8293,0,Group B
555,868,354,611,934,371,743,428,123,437,461,846,826,221,543,539,643,169,798,821,125,447,617,61,948,602,683,599,125,8057,1,Group B
312,88,350,405,861,273,902,89,102,578,854,640,754,683,142,169,722,15,722,331,829,368,335,190,77,481,577,531,305,9772,0,Group B
568,423,848,193,784,935,346,70,886,704,284,173,842,133,538,787,348,333,59,953,684,841,635,229,627,81,265,890,178,8356,0,Group B
266,138,728,86,786,854,858,547,692,507,28,527,315,376,665,721,595,471,532,335,21,256,213,38,23,922,562,603,321,6855,0,Group B
29,300,273,81,435,50,273,280,959,17,436,711,506,137,285,471,788,49,645,900,335,891,159,566,689,37,523,706,505,5729,0,Group A
254,299,759,343,204,365,357,1,366,788,80,217,406,687,851,119,299,121,263,516,934,379,865,678,193,99,728,509,605,7645,0,Group A
507,553,336,182,871,100,148,648,553,947,462,492,407,734,470,622,407,108,910,861,68,246,851,420,906,157,569,157,567,5753,0,Group A
719,75,883,162,864,759,899,329,885,914,363,872,178,593,41,664,26,304,771,826,97,158,168,692,872,94,434,534,123,3173,0,Group B
788,720,49,650,585,952,662,408,725,61,313,783,760,643,15,651,10,151,626,805,69,70,348,508,269,516,563,151,583,5123,0,Group A
427,392,591,71,165,412,664,31,43,723,84,575,376,176,236,318,68,862,311,560,17,558,907,305,813,737,378,115,282,9361,0,Group A
511,608,479,365,842,612,293,839,167,394,98,230,588,908,574,52,941,202,161,626,538,673,342,766,11,60,688,842,952,1571,0,Group A
839,618,954,599,81,434,363,339,11,264,219,43,141,224,353,680,867,490,731,300,826,422,115,659,244,705,163,801,23,4524,0,Group A
802,557,614,107,300,582,908,480,612,690,49,514,480,480,608,262,646,952,638,33,79,198,659,75,143,96,586,887,247,2305,0,Group A
376,216,895,586,878,0,552,780,451,260,444,248,847,31,183,847,307,386,36,568,869,125,766,621,645,675,537,838,770,5279,0,Group B
11,287,778,714,280,480,501,680,944,550,379,148,203,320,421,388,57,444,618,644,376,452,383,137,757,746,750,404,534,4760,0,Group B
770,686,85,534,796,419,326,270,633,794,356,559,162,42,799,78,514,320,589,676,460,357,25,761,42,243,89,743,674,7717,0,Group B
21,743,302,695,941,779,119,641,841,938,208,918,290,184,530,509,116,230,125,773,171,86,543,849,823,672,940,631,215,7792,1,Group A
548,771,477,596,508,303,702,587,507,349,415,818,627,153,938,654,336,929,156,429,210,914,307,925,874,306,358,918,888,3556,0,Group A
727,658,867,295,757,603,431,792,505,804,23,597,845,811,646,922,129,915,513,727,664,681,291,832,859,831,242,512,377,6571,0,Group A
201,297,933,551,882,947,179,362,913,568,116,474,524,636,777,178,673,69,171,349,657,204,283,518,181,781,874,677,54,5505,1,Group A
665,19,703,835,6,495,729,489,215,378,383,449,540,358,648,120,724,389,667,68,680,644,395,197,728,299,56,272,867,6517,0,Group A
956,781,606,145,270,310,692,297,293,561,531,512,532,758,93,741,167,405,455,937,942,697,230,909,232,105,464,313,11,7365,0,Group A
776,51,196,267,169,799,437,563,489,857,479,4,320,719,383,26,869,481,568,716,631,272,894,637,934,338,822,398,739,8598,0,Group A
527,721,879,315,284,398,658,604,317,878,426,382,142,306,379,678,199,55,296,701,304,833,504,853,319,265,767,82,358,9094,0,Group B
118,333,306,602,666,796,299,130,647,603,864,157,951,147,147,463,880,298,927,319,354,26,499,553,163,414,815,416,172,942,0,Group B
